TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.zetcode.Board,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,90,0.3,2,5,20,104366,1650225801984,0.6837606837606838,111111111111111111111110011101010101010111111110100000001111111111111111111111111111111011101011111000000000000000000,0.46875,1111011101111111101110011010111000001010101010010000000000000000,0.5,01,0,0,1,1,0.734375,111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111110111111111111111110111111110111111111111110111111111111111111111111111111111111000000000000000000000000000000001111111111111111111111111111111111100100000000000000000000111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111000000000011111111111111000000000011000000000011111111111111111111111111111110111111111111111111111001000000000000000000000000000000000000000111111010010100111111010010100111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000,1.0,,0.75,1110,0.75,1110,0.46875,1101111110111111101101101001110100001001100101100000000000000000
