TARGET_CLASS,criterion,Coverage,MutationScore
com.zetcode.Board,LINE,0.6837606837606838,0.03198031980319803
com.zetcode.Board,BRANCH,0.421875,0.02706027060270603
com.zetcode.Board,WEAKMUTATION,0.5559895833333334,0.04059040590405904
